age,sex,province,education,n
35,Female,Saskatchewan,High school diploma or a high school equivalency certificate,2
35,Female,Saskatchewan,University certificate or diploma below the bachelor's level,3
35,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
35,Male,Alberta,"College, CEGEP or other non-university certificate or di...",1
35,Male,Alberta,High school diploma or a high school equivalency certificate,1
35,Male,Alberta,Less than high school diploma or its equivalent,1
35,Male,Alberta,University certificate or diploma below the bachelor's level,4
35,Male,Alberta,"University certificate, diploma or degree above the bach...",2
35,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
35,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",4
35,Male,British Columbia,High school diploma or a high school equivalency certificate,4
35,Male,British Columbia,Less than high school diploma or its equivalent,2
35,Male,British Columbia,University certificate or diploma below the bachelor's level,3
35,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
35,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",3
35,Male,Manitoba,High school diploma or a high school equivalency certificate,4
35,Male,Manitoba,University certificate or diploma below the bachelor's level,3
35,Male,Manitoba,"University certificate, diploma or degree above the bach...",2
35,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
35,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",6
35,Male,New Brunswick,University certificate or diploma below the bachelor's level,1
35,Male,New Brunswick,"University certificate, diploma or degree above the bach...",1
35,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
35,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",1
35,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,4
35,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
35,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,1
35,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
35,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
35,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",3
35,Male,Nova Scotia,High school diploma or a high school equivalency certificate,3
35,Male,Nova Scotia,University certificate or diploma below the bachelor's level,2
35,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",1
35,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",8
35,Male,Ontario,"College, CEGEP or other non-university certificate or di...",7
35,Male,Ontario,High school diploma or a high school equivalency certificate,6
35,Male,Ontario,Less than high school diploma or its equivalent,1
35,Male,Ontario,University certificate or diploma below the bachelor's level,1
35,Male,Ontario,"University certificate, diploma or degree above the bach...",7
35,Male,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
35,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
35,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",8
35,Male,Quebec,"College, CEGEP or other non-university certificate or di...",7
35,Male,Quebec,High school diploma or a high school equivalency certificate,5
35,Male,Quebec,Less than high school diploma or its equivalent,1
35,Male,Quebec,University certificate or diploma below the bachelor's level,7
35,Male,Quebec,"University certificate, diploma or degree above the bach...",4
35,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
35,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",4
35,Male,Saskatchewan,High school diploma or a high school equivalency certificate,4
35,Male,Saskatchewan,University certificate or diploma below the bachelor's level,1
36,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",8
36,Female,Alberta,"College, CEGEP or other non-university certificate or di...",6
36,Female,Alberta,High school diploma or a high school equivalency certificate,5
36,Female,Alberta,University certificate or diploma below the bachelor's level,1
36,Female,Alberta,"University certificate, diploma or degree above the bach...",3
36,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
36,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",3
36,Female,British Columbia,High school diploma or a high school equivalency certificate,6
36,Female,British Columbia,University certificate or diploma below the bachelor's level,3
36,Female,British Columbia,"University certificate, diploma or degree above the bach...",3
36,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
36,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",3
36,Female,Manitoba,High school diploma or a high school equivalency certificate,2
36,Female,Manitoba,Less than high school diploma or its equivalent,1
36,Female,Manitoba,"University certificate, diploma or degree above the bach...",2
36,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",5
36,Female,New Brunswick,High school diploma or a high school equivalency certificate,3
36,Female,New Brunswick,"University certificate, diploma or degree above the bach...",2
36,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
36,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",5
36,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
36,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
36,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
36,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",2
36,Female,Nova Scotia,Less than high school diploma or its equivalent,1
36,Female,Nova Scotia,University certificate or diploma below the bachelor's level,1
36,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",1
36,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",18
36,Female,Ontario,"College, CEGEP or other non-university certificate or di...",12
36,Female,Ontario,High school diploma or a high school equivalency certificate,12
36,Female,Ontario,"University certificate, diploma or degree above the bach...",10
36,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
36,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",4
36,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,1
36,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",13
36,Female,Quebec,"College, CEGEP or other non-university certificate or di...",2
36,Female,Quebec,High school diploma or a high school equivalency certificate,1
36,Female,Quebec,Less than high school diploma or its equivalent,2
36,Female,Quebec,University certificate or diploma below the bachelor's level,8
36,Female,Quebec,"University certificate, diploma or degree above the bach...",4
36,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
36,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",6
36,Female,Saskatchewan,High school diploma or a high school equivalency certificate,1
36,Female,Saskatchewan,University certificate or diploma below the bachelor's level,3
36,Female,Saskatchewan,"University certificate, diploma or degree above the bach...",1
36,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
36,Male,Alberta,"College, CEGEP or other non-university certificate or di...",9
36,Male,Alberta,High school diploma or a high school equivalency certificate,4
36,Male,Alberta,University certificate or diploma below the bachelor's level,4
36,Male,Alberta,"University certificate, diploma or degree above the bach...",2
36,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
36,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",2
36,Male,British Columbia,High school diploma or a high school equivalency certificate,6
36,Male,British Columbia,Less than high school diploma or its equivalent,2
36,Male,British Columbia,University certificate or diploma below the bachelor's level,2
36,Male,British Columbia,"University certificate, diploma or degree above the bach...",1
36,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",3
36,Male,Manitoba,High school diploma or a high school equivalency certificate,1
36,Male,Manitoba,Less than high school diploma or its equivalent,1
36,Male,Manitoba,University certificate or diploma below the bachelor's level,1
36,Male,Manitoba,"University certificate, diploma or degree above the bach...",1
36,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
36,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",2
36,Male,New Brunswick,High school diploma or a high school equivalency certificate,1
36,Male,New Brunswick,University certificate or diploma below the bachelor's level,1
36,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
36,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",3
36,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
36,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,2
36,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
36,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
36,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",4
36,Male,Nova Scotia,High school diploma or a high school equivalency certificate,1
36,Male,Nova Scotia,University certificate or diploma below the bachelor's level,1
36,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
36,Male,Ontario,"College, CEGEP or other non-university certificate or di...",17
36,Male,Ontario,High school diploma or a high school equivalency certificate,10
36,Male,Ontario,Less than high school diploma or its equivalent,4
36,Male,Ontario,University certificate or diploma below the bachelor's level,3
36,Male,Ontario,"University certificate, diploma or degree above the bach...",5
36,Male,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
36,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
36,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,1
36,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",10
36,Male,Quebec,"College, CEGEP or other non-university certificate or di...",7
36,Male,Quebec,High school diploma or a high school equivalency certificate,9
36,Male,Quebec,Less than high school diploma or its equivalent,1
36,Male,Quebec,University certificate or diploma below the bachelor's level,9
36,Male,Quebec,"University certificate, diploma or degree above the bach...",5
36,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",8
36,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",3
36,Male,Saskatchewan,High school diploma or a high school equivalency certificate,5
36,Male,Saskatchewan,Less than high school diploma or its equivalent,1
36,Male,Saskatchewan,University certificate or diploma below the bachelor's level,1
36,Male,Saskatchewan,"University certificate, diploma or degree above the bach...",2
37,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
37,Female,Alberta,"College, CEGEP or other non-university certificate or di...",5
37,Female,Alberta,High school diploma or a high school equivalency certificate,2
37,Female,Alberta,Less than high school diploma or its equivalent,1
